TEST_NR;NAME_KURZ_10;NAME_LANG;NAME_BEFUND_LANG;GUELTIG_AB;EINHEIT_NAME;NORMALWERT_VON;NORMALWERT_BIS;BEURTEILUNG;ARBEITSPLATZ_BEZ
1816;ZOLPI;Zolpidem;Zolpidem;04.06.2003;ng/ml;80;150;;Toxikologie
1841;HS-U1;Harnsäure i.Urin;Harnsäure im Urin;05.06.2003;mg/l;268;504;;Quantitative Urinana
1843;HH3;Bencard;Bencard;05.06.2003;AU/ml;;;;Allergie/löschen
1844;HH4;Allergopharma;Allergopharma;05.06.2003;AU/ml;;;;Allergie/löschen
1867;ATYP-E%;ATYP-ZE;Atypische Zellen;06.06.2003;% Leuko;;;;Hämatologie Immunzyt
1884;FF84;Kiwi;Kiwi;10.06.2003;AU/ml;;;;Allergie/löschen
1885;FF93;Mango;Mango;10.06.2003;AU/ml;;;;Allergie/löschen
1886;UU75;Isocyanat TDI;Isocyanat TDI;10.06.2003;AU/ml;;;;Allergie/löschen
1887;UU76;Isocyanat MDI;Isocyanat MDI;10.06.2003;AU/ml;;;;Allergie/löschen
1888;UU77;Isocyanat HDI;Isocyanat HDI;10.06.2003;AU/ml;;;;Allergie/löschen
1891;UU111;Kobald;Kobald;12.06.2003;AU/ml;;;;Allergie/löschen
1892;UU94;Nickelsulfat;Nickelsulfat;12.06.2003;AU/ml;;;;Allergie/löschen
1893;HB-U;freies Hb im Urin;freies Hb im Urin;12.06.2003;mg/dl;;;negativ;Toxikologie
1899;FF25;Tomate;Tomate;16.06.2003;AU/ml;;;;Allergie/löschen
1900;T_CD6;(CD62);(CD62);17.06.2003;;;;;Hämatologie Immunzyt
1901;T_CD6;(CD63);(CD63);17.06.2003;;;;;Hämatologie Immunzyt
1902;THROM;Thrombozytenaggregat;Thrombozytenaggregation;17.06.2003;;;;;Hämatologie Immunzyt
1911;PNH-CD14;PNH-CD14;CD14 auf Monozyten;18.06.2003;;;;;Hämatologie Immunzyt
1914;FS12;Meeresfrüchte;Meeresfrüchte;18.06.2003;AU/ml;;;;Allergie/löschen
1918;LEP_M;Leptospiren-ELISA-Ig;Leptospiren IgM (EIA);20.06.2003;;;;negativ;Infektserologie
1921;ZYSTI;CYSTICERCUS-AK;Zystizerkose (Blot);23.06.2003;;;;negativ;Versand
1922;FF45;Saccharomyces cerevi;Saccharomyces cerevisiae;24.06.2003;AU/ml;;;;Allergie/löschen
1923;UU89;Alpha-Amylase;Alpha-Amylase;24.06.2003;AU/ml;;;;Allergie/löschen
1925;FAKAG;Faktor VIII assoz. A;Faktor VIII assoz. Ag;24.06.2003;;;;;Versand
1927;FF158;Cashewkerne;Cashewkerne;24.06.2003;AU/ml;;;;Allergie/löschen
1928;FF19;Eßkastanie;Eßkastanie;24.06.2003;AU/ml;;;;Allergie/löschen
1929;FF36;Kokosnuß;Kokosnuß;24.06.2003;AU/ml;;;;Allergie/löschen
1930;FF222;Kürbiskerne;Kürbiskerne;24.06.2003;AU/ml;;;;Allergie/löschen
1931;FF20;Mandel;Mandel;24.06.2003;AU/ml;;;;Allergie/löschen
1932;FF103;Pecannuß;Pecannuß;24.06.2003;AU/ml;;;;Allergie/löschen
1933;FF197;Pinienkerne;Pinienkerne;24.06.2003;AU/ml;;;;Allergie/löschen
1934;FF144;Pistazie (echte);Pistazie (echte);24.06.2003;AU/ml;;;;Allergie/löschen
1952;PROPAFE;Propafenon;Propafenon im Serum;24.06.2003;µg/ml;0,5;3;;Versand
1953;VIT K;Vitamin K;Vitamin K im Serum;24.06.2003;;;;;Versand
1956;PYRUVATKIN;Pyruvatkinase;Pyruvatkinase;25.06.2003;;;;;Versand
1957;FF14;Sojabohne;Sojabohne;25.06.2003;AU/ml;;;;Allergie/löschen
1958;FF217;Sojaeiweiß;Sojaeiweiß;25.06.2003;AU/ml;;;;Allergie/löschen
1959;FF188;Sojamehl;Sojamehl;25.06.2003;AU/ml;;;;Allergie/löschen
1960;II71;Steckmücke;Steckmücke;25.06.2003;AU/ml;;;;Allergie/löschen
1964;XYLOS-0;D-Xylose nüchtern;D-Xylose nüchtern;27.06.2003;;;;;Ria
1965;XYLOS;D-Xylose nach 60 min;D-Xylose nach 60 min;27.06.2003;;;;;Ria
1966;FF150;Edamer Käse;Edamer Käse;27.06.2003;AU/ml;;;;Allergie/löschen
1967;FF198;Gouda;Gouda;27.06.2003;AU/ml;;;;Allergie/löschen
1968;FF284;Putenfleisch;Putenfleisch;27.06.2003;AU/ml;;;;Allergie/löschen
1969;FF12;Erbse;Erbse;27.06.2003;AU/ml;;;;Allergie/löschen
1970;XYL-S;Xylose i.S. 120 min.;Xylose i.S. 120 min.;27.06.2003;;;;;Ria
2001;II7;Hummel;Hummel;02.07.2003;AU/ml;;;;Allergie/löschen
2002;II75;Hornissengift;Hornissengift;02.07.2003;AU/ml;;;;Allergie/löschen
2006;ATYP-KM;ATYP-ZE;Atypische Zellen;03.07.2003;% KM-Ze;;;;Hämatologie Immunzyt
2010;17KD_G;17KD_G;17 KD;04.07.2003;;;;negativ;Infektserologie
2011;21KD_G;21KD_G;21 kD;04.07.2003;;;;negativ;Infektserologie
2012;30KD_G;30KD_G;30 kD;04.07.2003;;;;negativ;Infektserologie
2013;31KD_G;31KD_G;31 kD (OspA);04.07.2003;;;;negativ;Infektserologie
2014;39KD_G;39KD_G;39 kD;04.07.2003;;;;negativ;Infektserologie
2015;41KD_G;41KD_G;41 kD (Flagellin);04.07.2003;;;;negativ;Infektserologie
2016;43KD_G;43KD_G;43 kD;04.07.2003;;;;negativ;Infektserologie
2017;58KD_G;58KD_G;58 kD;04.07.2003;;;;negativ;Infektserologie
2018;83KD_M;83KD_M;83 kD;04.07.2003;;;;negativ;Infektserologie
2019;58KD_M;58KD_M;58 kD;04.07.2003;;;;negativ;Infektserologie
2020;43KD_M;43KD_M;43 kD;04.07.2003;;;;negativ;Infektserologie
2021;41KD_M;41KD_M;41 kD (Flagellin);04.07.2003;;;;negativ;Infektserologie
2022;39KD_M;39KD_M;39 kD;04.07.2003;;;;negativ;Infektserologie
2023;31KD_M;31KD_M;31 kD (OspA);04.07.2003;;;;negativ;Infektserologie
2024;30KD_M;30KD_M;30 kD;04.07.2003;;;;negativ;Infektserologie
2025;21KD_M;21KD_M;21 kD;04.07.2003;;;;negativ;Infektserologie
2026;17KD_M;17KD_M;17 kD;04.07.2003;;;;negativ;Infektserologie
2027;83KD_G;83KD_G;83 kD;04.07.2003;;;;negativ;Infektserologie
2028;23KD_G;23KD_G;23 kD (OspC);04.07.2003;;;;negativ;Infektserologie
2029;23KD_M;23KD_M;23 kD (OspC);04.07.2003;;;;negativ;Infektserologie
2030;CD42;(CD42);(CD42);07.07.2003;;;;;Hämatologie Immunzyt
2031;CC208;Sulfomethoxazol;Sulfomethoxazol;07.07.2003;AU/ml;;;;Allergie/löschen
2032;CC207;Trimethoprim;Trimethoprim;07.07.2003;AU/ml;;;;Allergie/löschen
2044;FLUNI;Flunitrazepam;Flunitrazepam;07.07.2003;ng/ml;;15;;Toxikologie
2045;METAM;Metamizol;Metamizol;07.07.2003;µg/ml;8;10;;Toxikologie
2062;DOXYL;Doxylamin;Doxylamin;07.07.2003;µg/ml;0,02;0,1;;Toxikologie
2063;FLUOX;Fluoxetin;Fluoxetin;07.07.2003;ng/ml;30;700;;Toxikologie
2064;FLUPE;Flupentixol;Flupentixol;07.07.2003;ng/ml;5;10;;Toxikologie
2065;FLURA;Flurazepam;Flurazepam;07.07.2003;ng/ml;20;100;;Toxikologie
2071;LEVOM;Levomepromazin;Levomepromazin;07.07.2003;ng/ml;20;300;;Toxikologie
2072;MAPRO;Maprotilin;Maprotilin;07.07.2003;µg/ml;0,1;0,3;;Toxikologie
2073;METHO;Methohexital;Methohexital;07.07.2003;µg/ml;3;10;;Toxikologie
2078;MOCLO;Moclobemid;Moclobemid;07.07.2003;µg/ml;0,5;2;;Toxikologie
2082;PARAT;Parathion;Parathion;07.07.2003;;;;neg;Ria
2085;PROMA;Promazin;Promazin;07.07.2003;µg/ml;0,1;0,4;;Toxikologie
2086;PROPR;Propranolol;Propranolol;07.07.2003;ng/ml;50;300;;Toxikologie
2091;LIDOC;Lidocain;Lidocain;07.07.2003;µg/ml;1,5;5;;Toxikologie
2095;THIOP;Thiopental;Thiopental;07.07.2003;µg/ml;1;5;;Toxikologie
2096;THIOR;Thioridazin;Thioridazin;07.07.2003;µg/ml;0,1;2,5;;Toxikologie
2100;TRIM;Trimethoprim;Trimethoprim;07.07.2003;µg/ml;2;3;;Toxikologie
2101;VERAP;Verapamil;Verapamil;07.07.2003;µg/ml;;20;;Versand
2118;ALB-U;Albumin im Urin;Albumin im Urin;08.07.2003;mg/l;;20;;Quantitative Urinana
2127;AMYL-U;Amylase im Urin;Amylase im Urin;08.07.2003;U/l;;490;;Quantitative Urinana
2147;CA-U;Calcium im Urin;Calcium im Urin;08.07.2003;mmol/l;1;4;;Chemie
2184;GAL-U;Galaktose im Urin;Galaktose im Urin;08.07.2003;mg/dl;;1;;Versand
2201;IGG-U;IgG im Urin;IgG im Urin;08.07.2003;mg/dl;;0,8;;Chemie
2222;NA-U;Natrium im Urin;Natrium im Urin;08.07.2003;mmol/l;40;220;;Quantitative Urinana
2227;VISKO;Viskosität relativ);Viskosität relativ;08.07.2003;%;120;230;;Versand
2228;OESTR;Oestriol;Oestriol;08.07.2003;ng/ml;;;;Versand
2229;AMIKA;Amikacin;Amikacin im Serum;08.07.2003;µg/ml;;;s. Text;Versand
2230;F_TES;freies Testosteron;freies Testosteron im Serum;08.07.2003;;;;;Versand
2231;B_CAR;beta-Carotin;beta-Carotin;08.07.2003;;;;;Versand
2234;TPS;TPS;TPS;08.07.2003;;;;;Infektserologie
2235;SS_DN;Ak g. Einzelstrang-D;Ak g. Einzelstrang-DNS (ss-DNS);08.07.2003;;;;;Versand
2236;AP-IS;AP-Isoenzyme;AP-Isoenzyme im Serum;08.07.2003;;;;;Versand
2237;SOMAT;Somatomendin C;Somatomendin C;08.07.2003;;;;;Versand
2238;A_JEJ;Ak g. Jejunum (IgA);Ak g. Jejunum (IgA);08.07.2003;;;;;Versand
2239;A_ELA;Ak g. Elastase;Ak g. Elastase;08.07.2003;;;;;Versand
2240;CADMI;Cadmium i.Blut;Cadmium i.Blut;08.07.2003;;;;;Versand
2241;A_OOZ;Ak g. Oozyten;Ak g. Oozyten;08.07.2003;;;;;Versand
2243;LDH_I;LDH-Isoenzyme;LDH-Isoenzyme im Serum;08.07.2003;;;;;Versand
2244;A_NEU;Ak g. Neuronen-Kerne;Ak g. Neuronen-Kerne;08.07.2003;;;;;Versand
2245;A_ZEN;Ak g. Zentromere;Ak g. Zentromere;08.07.2003;;;;;Autoantikörper
2246;A_HIS;Ak g. Histone;Ak g. Histone;08.07.2003;;;;;Versand
2247;THALL;Thallium;Thallium;08.07.2003;;;;;Versand
2248;CARNI;Carnitin;Carnitin im Serum;08.07.2003;;;;;Versand
2249;A_EPI;Ak g. epidermale Bas;Ak g. epidermale Basalmembran;08.07.2003;;;;;Versand
2250;A_SPERMA;Ak g. Sperma;Ak g. Sperma;08.07.2003;;;;;Versand
2251;A_SPEICHE;Ak g. Speicheldrüsen;Ak g. Speicheldrüsen;08.07.2003;;;;;Versand
2252;FIBRO;Fibronectin;Fibronectin im EDTA-Plasma;08.07.2003;;;;;Versand
2253;A_TRA;Ak g. Tränendrüsenga;Ak g. Tränendrüsengangepithel;08.07.2003;;;;;Versand
2254;A_STA;Ak g. Stachelzelldes;Ak g. Stachelzelldesmosomen;08.07.2003;;;;;Versand
2255;A_MY_;Ak g. Myelin-assozii;Ak g. Myelin-assoziiertes Glykoprotein;08.07.2003;;;;;Versand
2269;C100P;C100 (p);C100 (p);08.07.2003;;;;negativ;Hämatologie Immunzyt
2270;C33C;C33 C;C33 C;08.07.2003;;;;negativ;Hämatologie Immunzyt
2271;C22P;C22 (p);C22 (p);08.07.2003;;;;negativ;Hämatologie Immunzyt
2274;TOXO_;Toxoplasmose IFT;Toxoplasmose IFT;08.07.2003;Titer;;;negativ;Infektserologie
2279;AMOEB;Entamoeba histolytic;Entamoeba histolytica (IFT);08.07.2003;Titer;;;< 1:20;Infektserologie
2286;BORRE;Borrelien-PHA im Liq;Borrelien-PHA im Liquor;08.07.2003;Titer;;;;Infektserologie
2295;CROSS;Cross Match;Cross Match;08.07.2003;;;;;Versand
2296;PAP;PAP;PAP;08.07.2003;ng/ml;;2;;Versand
2297;HBDH;HBDH;HBDH;08.07.2003;;;;;Versand
2298;GLDH;GLDH;GLDH im Serum;08.07.2003;;;;;Versand
2325;HAEMOSID;Hämosiderin;Hämosiderin im Urin;15.07.2003;;;;;Hämatologie Sonder
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,69;4,56;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,69;2,17;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;1,16;3,02;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,25;3,11;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,31;2,58;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,09;1,01;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,09;1,1;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,25;1,13;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,13;1,1;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,35;0,94;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,47;1,86;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,38;1,51;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,57;14,75;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,47;14,37;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,47;13,11;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,38;1,51;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,35;1,29;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,31;1,6;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,72;12,96;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;1,19;13,58;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;;;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,09;1,13;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,31;2,58;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,31;3,93;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,1;1,4;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;3,8;15,5;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,22;1,1;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,13;2,74;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,13;1,23;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,22;1,13;;Chemie
2328;PROGE;Progesteron;Progesteron;16.07.2003;ng/ml;0,63;3,02;;Chemie
2329;OPIAT-S;OPIAT-S;Opiate;16.07.2003;ng/ml;;;;Toxikologie
2331;BLUT- Stuh;Blut im Stuhl;Blut im Stuhl;16.07.2003;;;;negativ;Stuhlanalyse
2332;BLUT-2 Stu;Blut 2  im Stuhl;Blut im Stuhl (Probe 2);16.07.2003;;;;negativ;Stuhlanalyse
2333;BLUT-3 Stu;Blut 3 im Stuhl;Blut im Stuhl (Probe 3);16.07.2003;;;;negativ;Stuhlanalyse
2337;LA-ST;Laktat im Stuhl;Laktat im Stuhl;16.07.2003;µmol/g;;10;;Stuhlanalyse
2340;VIGAB;Vigabatrin (Sabil);Vigabatrin (Sabil);17.07.2003;µg/ml;2;10;;Toxikologie
2341;BENZ-U;Benzodiazepine;Benzodiazepine;17.07.2003;ng/ml;;;;Toxikologie
2342;II11;Phospholipase A;Phospholipase A;18.07.2003;AU/ml;;;;Allergie/löschen
2344;II14;Bremse;Bremse;18.07.2003;AU/ml;;;;Allergie/löschen
2345;II4;Feldwespe (Polistes;Feldwespe (Polistes apachus);20.07.2003;AU/ml;;;;Allergie/löschen
2346;II5;Langkopfwespe (Dolic;Langkopfwespe (Dolichovespula;20.07.2003;AU/ml;;;;Allergie/löschen
2347;II2;Langkopfwespe (Dolic;Langkopfwespe (Dolichovespula;20.07.2003;AU/ml;;;;Allergie/löschen
2348;II10;Papierwespe, Gift;Papierwespe, Gift;20.07.2003;AU/ml;;;;Allergie/löschen
2377;B-HCG_TU;Beta-HCG sens.;Beta-HCG sensitiv;24.07.2003;mU/ml;;5;;Chemie
2391;FF6;Gerstenmehl;Gerstenmehl;25.07.2003;AU/ml;;;;Allergie/löschen
2432;UU83;Formaldehyd;Formaldehyd;05.08.2003;AU/ml;;;;Allergie/löschen
2435;ACHE;Acetylcholinesterase;Acetylcholinesterase;06.08.2003;;;;;Versand
2439;CC108;Ciprofloxacin;Ciprofloxacin;06.08.2003;AU/ml;;;;Allergie/löschen
2461;PTT (HF);PTT;PTT aus Hämofiltrat;12.08.2003;sec;25;38;;Gerinnung
2462;EIW-L;Gesamteiweiß im Liqu;Gesamteiweiß im Liquor;12.08.2003;mg/dl;;;;Liquor
2463;IG-T2;monoklonaler Ig-Typ;monoklonaler Ig-Typ 2;12.08.2003;;;;;Elektrophorese
2467;müll;IgG im Liquor;IgG im Liquor;12.08.2003;mg/dl;;4;;Liquor
2471;ALB_S;Albumin im Serum;Albumin im Serum;12.08.2003;g/dl;3,6;5,2;;Chemie
2471;ALB_S;Albumin im Serum;Albumin im Serum;12.08.2003;g/dl;2,5;4,5;;Chemie
2471;ALB_S;Albumin im Serum;Albumin im Serum;12.08.2003;g/dl;3,5;5,5;;Chemie
2472;ALB_Q;Albumin Quotient;Albumin Quotient;12.08.2003;;;;;Infektserologie
2478;BENZ;Benzodiazepine;;12.08.2003;;;;;Toxikologie
2480;IG-T2;monoklonaler Ig-Typ;monoklonaler Ig-Typ 2;12.08.2003;;;;;Elektrophorese
2481;RENIN;Renin;Renin;12.08.2003;;;;;Versand
2483;CANNAB-S;Cannabinoide;Cannabinoide;12.08.2003;ng/ml;;;;Toxikologie
2489;AMPHE;Amphetamine polyclon;Amphetamine polyclonal;12.08.2003;;;;;Toxikologie
2493;muell;IgE;IgE;13.08.2003;IU/ml;;200;;Allergie/löschen
2496;ALB;Albumin-Quotient;Albumin-Quotient;13.08.2003;;;;;Liquor
2507;muell;IgA im Liquor;IgA im Liquor;13.08.2003;mg/dl;;;;Liquor
2508;IGA_L%;IgA % im Liquor;IgA % im Liquor;13.08.2003;;;;;Liquor
2513;B-HCG_TU;Beta-HCG sens.;Beta-HCG sens.;13.08.2003;mU/ml;;5;;Tumormarker
2514;B2-TR-NS;B-2-Transferrin;B-2-Transferrin im Nasenesekret;13.08.2003;;;;;Versand
2515;CREA-D;Creatinin im Dialysa;Creatinin im Dialysat;13.08.2003;mg/dl;;;;Chemie
2516;ALB-U;Albumin i.Urin;Albumin i.Urin;13.08.2003;mg/l;;20;;Proteine
2517;ALB/M;Albumin i.Urin / min;Albumin i.Urin / min;13.08.2003;µg/min;;21;;Proteine
2534;T_CD4;(CD41);(CD41);13.08.2003;%;70;120;;Hämatologie Sonder
2535;T_CD4;(CD42);(CD42);13.08.2003;%;70;120;;Hämatologie Immunzyt
2537;B-ZEL;B-Lymphozyten (CD19);B-Lymphozyten (CD19);13.08.2003;%;;;;Hämatologie Immunzyt
2552;ALB-S;Albumin i.S.;Albumin i.S.;13.08.2003;g/dl;3,5;5,5;;Chemie
2561;CRP-PT;CRP im PT;CRP im Punktat;13.08.2003;mg/dl;;;;Chemie
2568;CORTvor G;Cortisol vor Gabe;Cortisol vor Gabe;14.08.2003;µg/dl;;;;Chemie
2572;CORT;Cortisol;Cortisol-Einzelanalyse;14.08.2003;µg/dl;;;;Toxikologie
2573;CORT;Cortisol;Cortisol-Einzelanalyse;14.08.2003;µg/dl;;;;Toxikologie
2574;CORTn.Ga;Cortisol nach Gabe;Cortisol nach Gabe;14.08.2003;µg/dl;;;;Chemie
2581;GLUC-2h;Glucose;Glucose 2h-Wert;14.08.2003;mg/dl;;;;Chemie
2582;HNST-2h;Harnstoff-N;Harnstoff-N 2h-Wert;14.08.2003;mg/dl;;;;Chemie
2584;GLUC-4h;Glucose;Glucose 4h-Wert;14.08.2003;mg/dl;;;;Chemie
2585;HNST-4h;Harnstoff-N;Harnstoff-N 4h-Wert;14.08.2003;mg/dl;;;;Chemie
2597;GLUC-0;Glucose;Glucose 0-Wert;15.08.2003;mg/dl;;;;Chemie
2598;HNST-0;Harnstoff-N;Harnstoff-N 0-Wert;15.08.2003;mg/dl;;;;Chemie
2599;CREA-0;Creatinin;Creatinin 0-Wert;15.08.2003;mg/dl;;;;Chemie
2601;A_FX-Akt.;Anti Faktor Xa-Aktiv;Anti Faktor Xa-Aktivität;17.08.2003;IU/ml;0,5;0,8;;Gerinnung Faktoren
2614;PH-SU;pH im Sammelurin;pH im Sammelurin;19.08.2003;;;;;Quantitative Urinana
2628;B2_MI;Beta-2-Mikroglobulin;Beta-2-Mikroglobulin;22.08.2003;mg/l;;;;Tumormarker
2633;ALB-S;Albumin i.Serum;Albumin i.Serum;22.08.2003;g/dl;;;;Chemie
2634;QUICK (HF);Quick;Quick;23.08.2003;%;70;130;;Gerinnung
2672;TSH 0;TSH basal;TSH basal;28.08.2003;mU/l;;;;Chemie
2672;TSH 0;TSH basal;TSH basal;28.08.2003;mU/l;0,4;5,3;;Chemie
2673;TSH 3;TSH stimuliert;TSH stimuliert;28.08.2003;mU/l;;;;Chemie
2679;VZV_S;VZV Schnelltest;VZV Schnelltest;02.09.2003;;;;;Infektserologie
2703;BLEI-BL;Blei im Blut;Blei im Blut;05.09.2003;µg/dl;;;;Versand
2748;CASA-PT;CASA im Punktat;CASA im Punktat;15.09.2003;U/ml;;;;Tumormarker
2750;ASL_N;Antistreptolysin (AS;ASL (ASO);15.09.2003;U/ml;;125;;Proteine
2753;FS28;Fleisch;Fleisch;15.09.2003;AU/ml;;;;Allergie/löschen
2758;XYLO-60;D-Xylose nach 60 min;D-Xylose nach 60 min;17.09.2003;;;;;Ria
2759;CU;Kupfer;Kupfer;17.09.2003;µg/dl;2;16;;Toxikologie
2777;CYCLOSPO;Cyclosporin A monocl;Cyclosporin A monoclon.;18.09.2003;ng/ml;100;200;;Medikamente
2777;CYCLOSPO;Cyclosporin A monocl;Cyclosporin A monoclon.;18.09.2003;ng/ml;120;450;;Medikamente
2782;BETA-G2;beta-2-Globulin;beta-2-Globulin;20.09.2003;%;3,2;6,5;;Elektrophorese
2791;FS25;Gemüse II;Gemüse II;26.09.2003;AU/ml;;;;Allergie/löschen
2792;FS26;Gemüse III;Gemüse III;26.09.2003;AU/ml;;;;Allergie/löschen
2793;FS29;Geflügel;Geflügel;26.09.2003;AU/ml;;;;Allergie/löschen
2794;CC61;Erythromycin;Erythromycin;26.09.2003;AU/ml;;;;Allergie/löschen
2795;CC424;Prednisolon;Prednisolon;26.09.2003;AU/ml;;;;Allergie/löschen
2813;PH-Q;pH i. Punktat (quant;pH i. Punktat (quant.);28.09.2003;;4,5;7,5;;Toxikologie
2830;BAR;Barbiturate;Barbiturate;30.09.2003;;;;;Toxikologie
2831;BENZ;Benzodiazepine;;30.09.2003;;;;;Toxikologie
2836;TAD;trizykl. Antidepress;trizykl. Antidepressiva;01.10.2003;;;;;Toxikologie
2848;KOPRO;Koproporphyrine;Koproporphyrine;02.10.2003;µg/l;;;;Toxikologie
2849;KOPRO;Koproporphyrine i.24;Koproporphyrine i.24h;02.10.2003;µg/24h;;150;;Toxikologie
2850;UROPO;Uroporphyrine;Uroporphyrine im Sammelurin;02.10.2003;µg/l;;;;Toxikologie
2851;UROPO;Uroporphyrine i.24h;Uroporphyrine im Sammelurin;02.10.2003;µg/24h;;25;;Toxikologie
2852;CPK-PT;CK im Punktat;CK im Punktat;06.10.2003;U/l;;;;Chemie
2874;CA-U1;Calcium i. Urin;INR;08.10.2003;mmol/l;1;4;;Quantitative Urinana
2874;CA-U1;Calcium i. Urin;INR;08.10.2003;mmol/l;;;;Quantitative Urinana
2875;NORME-PL;Normetanephrin;Freies Normetanephrin im Plasma;08.10.2003;pg/ml;;216;;Toxikologie
2876;NORME;Normetanephrin;Normetanephrin;08.10.2003;µg/l;100;350;;Versand
2928;OLIGO;autochth. oligoklo;autochth. oligokl. Banden;21.10.2003;;;;;Liquor
2931;0MIN;C13 Atemt. 0-Wert;CO2: 0 Minuten;23.10.2003;vol %;;;;Chemie
2932;30MIN;C13 Atemt. 30-Wert;CO2: 30 Minuten;23.10.2003;vol %;;;;Chemie
2948;muell;Homovanillinsäure;muell;25.10.2003;mg/24h;;;;Toxikologie
2954;FRUKT_U;Fruktose im Urin;Fruktose im Urin;28.10.2003;;;;;Versand
2955;müll;müll;müll;28.10.2003;;;;;Versand
2957;HYDRO;Hydroxyprolin;Hydroxyprolin;28.10.2003;;;;;Versand
2958;ARSEN;Arsen;Arsen;28.10.2003;;;;;Versand
2959;A_GEL;Ak g. Gelbfieber;Ak g. Gelbfieber;28.10.2003;;;;;Versand
2960;TBG;Thyroxinbind. Globu.;Thyroxinbindendes Globulin;28.10.2003;µg/ml;9,6;18,5;;Versand
2961;VIT C;Vitamin C (Ascorbins;Vitamin C (Ascorbinsäure) im Serum;28.10.2003;mg/l;5;15;;Versand
2963;XYL-S;Xylose i.S. 120 min.;Xylose i.S. 120 min.;29.10.2003;;;;;Ria
2969;UU82;Schafwolle, bearbeit;Schafwolle, bearbeitet;03.11.2003;AU/ml;;;;Allergie/löschen
3010;CD16-56a;CD16/CD56;CD16/CD56;03.11.2003;/µl;50;530;;Hämatologie Immunzyt
3011;CD19abs.;CD19a;CD19;03.11.2003;/µl;80;570;;Hämatologie Immunzyt
3012;CD3abs.;CD3a;CD3;03.11.2003;/µl;770;2440;;Hämatologie Immunzyt
3013;CD4abs.;CD4a;CD4;03.11.2003;/µl;480;1640;;Hämatologie Immunzyt
3014;CD8abs;CD8a;CD8;03.11.2003;/µl;210;1010;;Hämatologie Immunzyt
3075;EE89;Mäusekot;Mäusekot;06.11.2003;AU/ml;;;;Allergie/löschen
3076;EE76;Mäuseserumprotein;Mäuseserumprotein;06.11.2003;AU/ml;;;;Allergie/löschen
3077;EE72;Mäuseurinprotein;Mäuseurinprotein;06.11.2003;AU/ml;;;;Allergie/löschen
3078;EE71;Mäuse-Epithelien;Mäuse-Epithelien;06.11.2003;AU/ml;;;;Allergie/löschen
3088;CYFRA;CYFRA 21-1;CYFRA 21-1;10.11.2003;ng/ml;;3,3;;Versand
3098;BAR;Barbiturate;Barbiturate;11.11.2003;;;;;Toxikologie
3107;TAD;trizykl. Antidepress;trizykl. Antidepressiva;13.11.2003;;;;;Toxikologie
3153;CC201;Acetylsalicyls{ure;Acetylsalicyls{ure;17.11.2003;AU/ml;;;;Allergie/löschen
3154;CC79;Diclofenac;Diclofenac (CC79);17.11.2003;AU/ml;;;;Allergie/löschen
3155;CC78;Ibuprofen;Ibuprofen;17.11.2003;AU/ml;;;;Allergie/löschen
3179;NEUT#;NEUT#;Neutrophile, Konz.;20.11.2003;/nl;1,96;8,35;;Hämatologie
